source	target
Буду дуже рад бачити твою допомогу з цим проектом, бо без тебе ми заплутаємося з цифрами.	Буду очень рад твоей помощи в этом проекте, потому что без тебя мы запутаемся в цифрах.
Та ну, ця робота зводить з розуму, але платять нормально.	Да ну, эта работа сводит с ума, но платят нормально.
Ми збираємось на вихідні вибратися за місто на пляж, але прогноз погоди як назло капризничає.	Мы собираемся на выходные выбраться за город на пляж, но прогноз погоды как назло капризничает.
Купив новий смартфон онлайн, але забув пароль від акаунта.	Купил новый смартфон онлайн, но забыл пароль от аккаунта.
Сьогодні в спортзалі підняв таку вагу, що тепер усе тіло ломить.	Сегодня в спортзале поднял такую тяжесть, что теперь всё тело ломит.
Мені треба терміново знайти їжу на вечерю, бо холодильник пустий і від цього лопається нерви.	Мне нужно срочно найти еду на ужин, потому что холодильник пуст, и от этого нервы на грани.
Потрібно закрити ці задачі до дедлайну.	Нужно закрыть эти задачи до дедлайна.
Прибери, будь ласка, на кухні, я зараз зайнятий.	Убери, пожалуйста, на кухне, я сейчас занят.
Візьми з собою зарядку, бо телефон сідає.	Возьми с собой зарядку, потому что телефон садится.
Замовив новий телевізор онлайн, чекаю підтвердження.	Заказал новый телевизор онлайн, жду подтверждения.
Хочу піти на матч сьогодні, але температура піднялась, тому доведеться залишитися вдома і дивитися трансляцію.	Хочу пойти на матч сегодня, но температура поднялась, поэтому придётся остаться дома и смотреть трансляцию.
Працюю над звітом до півночі, бо клієнт чіпляється до кожної цифри.	Работаю над отчетом до полуночи, потому что клиент цепляется к каждой цифре.
Я заблукав на вокзалі і не знаю, куди їхати.	Я заблудился на вокзале и не знаю, куда ехать.
Зайшов на розпродажі і взяв стильний свитер за 350 гривень.	Я зашёл на распродаже и взял стильный свитер за 350 гривен.
Чому програма вчора нормально працювала, а сьогодні не запускається?	Почему программа вчера нормально работала, а сегодня не запускается?
Ходжу в спортзал три рази на тиждень і не бачу результатів.	Хожу в зал три раза в неделю и не вижу результатов.
На роботі щойно закрив контракт, і тепер всі дивляться на мене, як на героя.	На работе только что закрыл контракт, и теперь все смотрят на меня как на героя.
Дома знову забув вимкнути світло, тато кричить, що я байдужий.	Дома снова забыл выключить свет, папа кричит, что я безразличный.
Їхав у подорож на вихідні і забув квиток вдома — довелося повертатись.	Ехал в поездку на выходные и забыл билет дома — пришлось возвращаться домой.
Замовив куртку онлайн, а куртка прийшла не того розміру.	Заказал куртку онлайн, а куртка пришла не того размера.
У баскетболі я промазав три рази підряд — тренер каже, що треба тренуватися.	В баскетболе я промазал три раза подряд — тренер говорит, что надо тренироваться.
На нараді роздали задачі так швидко, що голова йде кругом.	На совещании раздали задачи так быстро, что голова идёт кругом.
Мені потрібно купити квиток на потяг, але сайти зависають — що робити?	Мне нужно купить билет на поезд, но сайты зависают — что делать?
Замовив їжу через додаток, але кур'єр заблукав і не відповідає.	Заказал еду через приложение, но курьер заблудился и не отвечает.
Я настраиваю нову програму на телефоні, а вона весь час крашиться.	Я настраиваю новое приложение на телефоне, а оно всё время вылетает.
Люблю вечори вдома з сім'єю, але сусіди так галасують — невыносимо.	Люблю вечера дома с семьёй, но соседи так шумят — невыносимо.
Ти тут?	Ты здесь?
Планую поїхати до Львова наступного тижня, якщо зліпиться графік.	Планирую поехать во Львов на следующей неделе, если сложится график.
На нараді керівник розподілив нам завдання з дедлайнами.	На совещании руководитель раздал нам задачи с дедлайнами.
Замовляв одяг онлайн — розмір не підійшов, тепер повернення.	Заказывал одежду онлайн — размер не подошёл, теперь возврат.
Я люблю займатися настільним тенісом, але сусіди скажені.	Я люблю заниматься настольным теннисом, но соседи сумасшедшие.
Я працюю над цим звітом уже весь день, і нічого не виходить.	Я работаю над этим отчётом уже целый день, и ничего не выходит.
Через страйк я застряг у метро, і не можу дістатися до аеропорту.	Из-за забастовки я застрял в метро и не могу добраться до аэропорта.
Замовив телефон через онлайн-магазин, але прийшов з подряпинами.	Заказал телефон через онлайн-магазин, но пришёл с царапинами.
Сьогодні відкрив холодильник і з'їв три батони, тепер болить живіт.	Сегодня открыл холодильник и съел три батона, теперь болит живот.
Мені сподобалася нова пісня, але звук глухий на старому динаміку.	Мне понравилась новая песня, но на старом динамике звук глухой.
На роботі знову зриваються дедлайни, а начальник нервово бурмоче щось під ніс.	На работе снова срываются дедлайны, а начальник нервно бормочет себе под нос.
Вчора дивився серіал, але мене відволіли коти на підвіконні.	Вчера смотрел сериал, но меня отвлекли кошки на подоконнике.
Плануємо поїхати на вихідні до моря, але прогноз обіцяє дощі.	Планируем поехать на выходные к морю, но прогноз обещает дожди.
Замовив товар онлайн, але кур'єр залишив записку: треба оплатити на пошті.	Заказал товар онлайн, но курьер оставил записку: нужно оплатить на почте.
Ходжу в зал уже місяць, але результату ніякого — лінь бере своє.	Хожу в зал уже месяц, но результата никакого — лень берет своё.
На роботі знову той бардак із дедлайнами, і я втомився.	На работе снова тот же бардак с дедлайнами, и я устал.
Їду у відпустку наступного тижня, але зібрати речі якось не виходить, що порадеш?	Еду в отпуск на следующей неделе, но как-то не выходит собрать вещи — что посоветуешь?
Замовив куртку онлайн, а прийшла не той розмір, і повернення виглядає як квест.	Заказал куртку онлайн, а пришла не тот размер, и возврат превращается в квест.
Мій комп'ютер зависає кожні п’ять хвилин, і я готовий викинути його в вікно.	Мой компьютер зависает каждые пять минут, и я готов выкинуть его в окно.
Ми з дівчиною домовилися піти в кіно, але квитки розкупилися за півгодини.	Мы с девушкой договорились пойти в кино, но билеты раскупили за полчаса.
Здається, забув ключі в офісі.	Похоже, забыл ключи в офисе.
Телефон сів під час поїздки в місто, довелось користуватися старим телефоном друга.	Телефон сел во время поездки в город, пришлось пользоваться старым телефоном друга.
Сьогодні ввечері збираюся у подорож: укладаю рюкзак, перевіряю паспорта та квитки.	Сегодня вечером собираюсь в путешествие: укладываю рюкзак, проверяю паспорта и билеты.
Сьогодні спробував новий бургер у місцевому кафе — соус просто бомба.	Сегодня попробовал новый бургер в местном кафе — соус просто бомба.
Вчора на тренуванні потягнув спину, тому сьогодні відпочиваю.	Вчера на тренировке потянул спину, поэтому сегодня отдыхаю.
Прокинувся рано й зрозумів, що проспав на роботу.	Проснулся рано и понял, что проспал на работу.
У мене важлива нарада о 10:00, але комп'ютер зависає.	У меня важная встреча в 10:00, но компьютер зависает.
Замовив нову куртку онлайн, очікую доставку сьогодні.	Заказал новую куртку онлайн, жду доставку сегодня.
Сьогодні хочу сісти на дієту: без солодкого і без газованої води.	Сегодня хочу сесть на диету: без сладкого и без газированной воды.
Ну, давай перезвонімо пізніше, зараз я працюю з кодом.	Ну давай перезвоним позже, сейчас работаю над кодом.
Потрібно добити звіт до кінця дня, але начальник вимагає ще кілька правок.	Нужно до конца дня доделать отчёт, но начальник требует ещё несколько правок.
Я забув ключі вдома й тепер не можу вийти з під'їзду.	Я забыл ключи дома и теперь не могу выйти из подъезда.
Збираємося на вихідні до моря, але прогноз каже — буде дощ.	Собираемся на выходные к морю, но прогноз говорит — будет дождь.
Замовив новий ноутбук онлайн, але кур'єр уже третій день не приходить.	Заказал новый ноутбук онлайн, но курьер уже третий день не приходит.
Вчора занадто переїв, тепер живіт болить.	Вчера слишком переел, теперь живот болит.
На роботі сьогодні суцільний хаос, але з колегами ми швидко розібралися, як це виправити.	На работе сегодня сплошной хаос, но с коллегами мы быстро разобрались, как это исправить.
Я знайшов забавний рецепт піци в Інтернеті і подумав спекти її вдома.	Я нашёл забавный рецепт пиццы в интернете и подумал испечь её дома.
Замовив телефон онлайн, а доставка затримується на тиждень.	Заказал телефон онлайн, а доставка задерживается на неделю.
Мені треба відпустка, але начальник каже, що наступного місяця ніяких відпусток.	Мне нужен отпуск, но начальник говорит, что в следующем месяце никаких отпусков.
Ти пообіцяв заглянути сьогодні ввечері, але до сих пір ніяк — ти в порядку?	Ты пообещал заглянуть сегодня вечером, но до сих пор никак — ты в порядке?
Сьогодні запізнився на нараду через пробки.	Сегодня опоздал на собрание из-за пробок.
Чувак, сьогодні я так втомився, що нічого не хочу робити.	Чувак, сегодня я так устал, что ничего не хочу делать.
Готую обід, але забув вимкнути конфорку і ледь не підпалив кухню.	Готовлю обед, но забыл выключить конфорку и едва не поджег кухню.
Купив новий телефон, але камера чомусь знімає темніше, ніж раніше.	Купил новый телефон, но камера почему‑то снимает темнее, чем раньше.
Я нарешті записався на гурток з гітари, але пальці ніяк не лізуть в акорди.	Я наконец записался на кружок по гитаре, но пальцы никак не лезут в аккорды.
Я забув ключі від офісу вдома, блін, тепер ніяк не потраплю.	Я забыл ключи от офиса дома, блин, теперь никак не попаду.
Кохана сказала, що ми розійдемось, але я не здамся.	Девушка сказала, что мы расстанемся, но я не сдамся.
Їхав автобусом, але водій змінив маршрут: тепер доведеться йти пішки.	Ехал автобусом, но водитель сменил маршрут: теперь придётся идти пешком.
Замовив новий телефон онлайн, але адреса була неправильно вказана — прийшов інший.	Заказал новый телефон онлайн, но адрес был указан неправильно — пришёл другой.
Ця програма так лагає, затримка дикая — як комп з 2005 року.	Эта программа так лагает, задержка дикая — как компьютер 2005 года.
Плануємо запустити сервіс наступного тижня, але дедлайни душать нас.	Планируем запустить сервис на следующей неделе, но дедлайны душат нас.
Ура, нарешті вихідні, знову без планів?	Ура, наконец выходные, снова без планов?
Купив квитки на потяг до Львова онлайн, але забув згенерувати QR-код — тепер доведеться стояти в черзі.	Купил билеты на поезд до Львова онлайн, но забыл сгенерировать QR-код — теперь придётся стоять в очереди.
Замовив онлайн куртку, але прийшла інша за розміром і кольором.	Заказал онлайн куртку, но пришла другая по размеру и цвету.
Я дочитав детектив, і сюжет мене просто добив.	Я дочитал детектив, и сюжет просто добил.
Чуваки, ця задача з автокорекцією довела мене до конвульсій.	Чуваки, эта задача с автокоррекцией довела меня до конвульсий.
Я замовив квитки на концерт через мобільний банк — натиснув не ту кнопку.	Заказал билеты на концерт через мобильный банк — случайно нажал не ту кнопку.
Їду за місто на вихідні — орендований авто глохне на кожному повороті.	Еду за город на выходные — арендованный авто глохнет на каждом повороте.
Мені набридло сваритися з дружиною кожен день — хочеться тиші.	Мне надоело ругаться с женой каждый день — хочется тишины.
Спробував новий рецепт борщу з копченим м'ясом — вийшло реально смачно.	Попробовал новый рецепт борща с копченым мясом — вышло реально вкусно.
Вчора на роботі стало жарко: начальник знову навалив всім якусь нікчемну задачу.	Вчера на работе стало жарко: начальник снова навалил всем какую-то никчёмную задачу.
Їду на вихідні до батьків: маршрутка запізнюється уже на годину — капець.	Еду на выходные к родителям: маршрутка опаздывает уже на час — капец.
Замовив товар онлайн, а принесли щось зовсім не те — розмір не той і упаковка пом'ята.	Заказал товар онлайн, а принесли совсем не то — размер не тот и упаковка помята.
Завтра планував пробіжку в парку, але дощ ллє як із відра — ніхто з друзів не піде.	Завтра планировал пробежку в парке, но идёт дождь как из ведра — никто из друзей не пойдет.
Готую вечерю з імбирем та лососем, але соус вийшов гострий — тепер усім в домі жарко.	Готовлю ужин с имбирём и лососём, но соус получился острым — теперь всем в доме жарко.
Сьогодні в офісі зламався принтер, і черга до майстра тягнулася до обіду.	Сегодня в офисе сломался принтер, и очередь к мастеру тянулась до обеда.
Ехали через пробки: годину стояли на мосту під палючим сонцем.	Ехали через пробки: время стояло на мосту под палящим солнцем.
Я люблю тебе, але зараз не хочу сваритися через дрібниці.	Я люблю тебя, но сейчас не хочу ссориться из-за мелочей.
У мене проблеми з Wi‑Fi: швидкість падає і конект глючить.	У меня проблемы с Wi‑Fi: скорость падает, и коннект глючит.
Замовив піцу онлайн — кур'єр запізнився на півгодини, але смак варто того.	Заказал пиццу онлайн — курьер опоздал на полчаса, но вкус того стоит.
Хлопці, цей ноутбук глючить — ніяк не можу нормально працювати!	Ребята, этот ноутбук глючит — никак не могу нормально работать!
Зустрів старого друга біля станції метро, але ми просто попрощались і розійшлися.	Увидел старого друга возле станции метро, но мы просто попрощались и разошлись.
На роботі знову залипаю над задачами, а начальник кричить.	На работе снова залипаю над задачами, а начальник кричит.
Мама кричить, що посуд досі не помитий.	Мама кричит, что посуда до сих пор не помыта.
Хочу швидко перекусити — чи є тут що-небудь смачненьке?	Хочу быстро перекусить — есть тут что-нибудь вкусненькое?
Працюємо над звітом до п'ятниці, чи встигнемо?	Работаем над отчетом к пятнице, успеем?
Замовив новий телефон онлайн, чекаю трек-номер.	Заказал новый телефон онлайн, жду трек-номер.
Кохана розсердилася на мене, треба придумати, як загладити провину.	Любимая разозлилась на меня, нужно придумать, как загладить вину.
Цей борщ виходить просто огонь, треба ще вареники до нього.	Этот борщ просто огонь, к нему ещё вареники.
Вчора випробував квест-кімнату — було реально круто.	Вчера попробовал квест-комнату — реально круто.
Слухай, можеш зробити цей звіт до 18:00? Я зараз завалений на роботі.	Слушай, можешь сделать этот отчёт до 18:00? Я сейчас завален на работе.
Наші сусіди знову включили музику на всю ніч, і ніхто не може виспатися.	Наши соседи снова включили музыку на всю ночь, и никто не может выспаться.
Де тут зупинка тролейбуса до центру?	Где здесь остановка троллейбуса до центра?
Ціни в цьому магазині просто зашкалюють, але я все одно куплю хліб.	Цены в этом магазине просто зашкаливают, но я всё равно куплю хлеб.
Мій телефон глючить: додаток лагає, інтернет повільний.	Мой телефон глючит: приложение лагает, интернет медленный.
Сьогодні на роботі мене знову поставили на найвідповідальніше завдання без підготовки.	Сегодня на работе меня снова поставили на самое ответственное задание без подготовки.
Ми з дружиною посварилися через те, що вона знову залишила брудний посуд на раковині.	Мы с женой поссорились из-за того, что она снова оставила грязную посуду на раковине.
Завтра виліт до Варшави, а я боюся, що взяв не той паспорт — що мені робити?	Завтра вылет в Варшаву, а я боюсь, что взял не тот паспорт — что мне делать?
Замовив онлайн дешевий чайник, але прийшла посилка з іншою моделлю.	Заказал онлайн дешевый чайник, но пришла посылка с другой моделью.
Сьогодні тестував новий чат-бот, але він сперечається зі мною.	Сегодня тестировал нового чат-бота, но он спорит со мной.
На роботі знову дедлайн близько — треба дописати презентацію до полудня.	На работе снова близок дедлайн — нужно доделать презентацию к полдню.
Після роботи не хочу нічого робити, але діти тупо тягнуть на прогулянку в парк.	После работы не хочу ничего делать, но дети тупо тащат на прогулку в парк.
Потяг затримався на годину, і ми роздивлялися місто з вікна.	Поезд задержался на час, и мы рассматривали город из окна.
Купив нову Bluetooth-гарнітуру — звучання круте, але довелося звикати до підключення.	Купил новую Bluetooth-гарнитуру — звучание крутое, но пришлось привыкать к подключению.
Ну скажи вже, чого ти так довго мовчиш?	Ну скажи уже, чего ты так долго молчишь?
Я забув пароль від старого акаунта в пошті, типу, зараз ніяк не можу зайти.	Я забыл пароль от старого аккаунта на почте, типа, сейчас никак не могу зайти.
На роботі зараз стільки завдань, що голова йде кругом.	На работе сейчас столько задач, что голова идёт кругом.
Ходив у спортзал — піт лився, як із крана.	Ходил в зал — пот лился, как из крана.
У поїздці зупинились у маленькому містечку — там борщ та вареники найкращі.	В поездке остановились в маленьком городке — там борщ и вареники лучшие.
Друг розповів, що зламав телефон, бо випадково впустив його у душ.	Друг рассказал, что сломал телефон, потому что случайно уронил его в душ.
Потрібно допилити цей звіт до кінця дня; усе доволі заплутано.	Нужно допилить этот отчет до конца дня; всё довольно запутано.
Сьогодні готую борщ за бабусиним рецептом — якщо вийде, можна й похвалитися.	Сегодня готовлю борщ по бабушкиному рецепту — если получится, можно и похвастаться.
Замовив доставку піци, але кур'єр заблукав десь між будинками.	Заказал доставку пиццы, но курьер заблудился где-то между домами.
Мені потрібна карта метро, бо в метро я вже гублюся.	Мне нужна карта метро, потому что в метро я уже запутываюсь.
Я вже годину качаю прес, але коліна скриплять.	Я уже час качаю пресс, но колени скрипят.
У мене сьогодні дедлайн на роботі, і все валиться з рук.	У меня сегодня дедлайн на работе, и всё валится из рук.
Чому так довго чекаю на автобус? Він постійно запізнюється.	Почему так долго жду автобуса? Он постоянно опаздывает.
Готуємо вечерю з мінімумом інгредієнтів, але виходить дуже смачно.	Готовим ужин с минимумом ингредиентов, но выходит очень вкусно.
Я тільки почав вчитися грати на гітарі — струни тріщать, але кайф.	Я только начал учиться играть на гитаре — струны трещат, но кайф.
Моя знайома не відповідає на повідомлення вже три дні, і я думаю, що щось не так.	Моя знакомая не отвечает на сообщения уже три дня, и я думаю, что что-то не так.
Працюю над звітом всю ніч, бо дедлайн уже завтра.	Работаю над отчётом всю ночь, потому что дедлайн уже завтра.
Забув паспорт у таксі, потрібно повернутися за ним.	Забыл паспорт в такси, нужно вернуться за ним.
Замовив нові навушники онлайн, чекаю доставку до п'ятниці.	Заказал новые наушники онлайн, жду доставку до пятницы.
На тренуванні зламав палець, тепер пропущу матч.	На тренировке сломал палец, теперь пропущу матч.
Мабуть, у мене алергія на пилок; чухаю ніс уже кілька днів.	Наверное, у меня аллергия на пыльцу; чешу нос уже несколько дней.
Я забув документи вдома.	Я забыл документы дома.
На нараді начальник розізлився через купу помилок.	На совещании начальник разозлился из-за кучи ошибок.
Зайшов у магазин і не знайшов свіжого сиру.	Зашёл в магазин и не нашёл свежего сыра.
Хтось щойно написав у чаті: скинь скрін.	Кто-то только написал в чате: скинь скрин.
Хочу солодкого, але тримаю себе в руках.	Хочу сладкого, но держу себя в руках.
Коли почнуть виплачувати зарплати? Уже третю тиждень чекаю.	Когда начнут платить зарплату? Уже третью неделю жду.
Хто тут на кухні зробив халтуру? Я бачу лише твої сліди.	Кто здесь на кухне сделал халтуру? Я вижу лишь твои следы.
Я забув паспорт вдома, доведеться повертатись.	Я забыл паспорт дома, придётся возвращаться.
Замовив телефон онлайн — прийшов старий з поламаним екраном.	Заказал телефон онлайн — пришёл старый с разбитым экраном.
Сьогодні такий настрій: хочу спати, але треба зробити звіт.	Сегодня такое настроение: хочется спать, но нужно сделать отчет.
Хлопець з роботи затримався допізна.	Парень с работы задержался допоздна.
Я так втомився після тренування, що хочу лягти спати і більше нічого не чути.	Я так устал после тренировки, что хочу лечь спать и больше ничего не слышать.
Замовив товар онлайн, а кур'єр чомусь пропав на годину.	Заказал товар онлайн, а курьер почему-то пропал на час.
Мені набридло це додаток: кожні п'ять хвилин вискакують оновлення.	Меня достало это приложение: каждые пять минут выскакивают обновления.
Спробував новий рецепт суші — виявилося, що люблю водорості.	Попробовал новый рецепт суши — оказалось, что люблю водоросли.
На нараді сказали, що дедлайн перенесли на завтра.	На совещании сказали, что дедлайн перенесли на завтра.
Готуєш вечерю? Я забув купити картоплю в магазині.	Готовишь ужин? Я забыл купить картошку в магазине.
Збираємося виїжджати зараз, але маршрут через ремонт затягується.	Собираемся выезжать сейчас, но маршрут через ремонт затягивается.
Замовив телефон онлайн, але кур'єр не зміг знайти адресу.	Заказал телефон онлайн, но курьер не смог найти адрес.
Прокидаюсь від болю в коліні після тренування — треба зменшити навантаження.	Просыпаюсь от боли в колене после тренировки — надо уменьшить нагрузку.
Я забув принтер на роботі, треба терміново його забрати.	Я забыл принтер на работе, нужно срочно его забрать.
Завтра рано вилітаю, чи є таксі з аеропорту до готелю?	Завтра рано вылетаю, есть ли такси из аэропорта в отель?
Замовив нові кросівки онлайн, але розмір не підійшов.	Я заказал новые кроссовки онлайн, но размер не подошёл.
Ти реально мене дратуєш, коли мовчиш три дні.	Ты реально бесишь меня, когда молчишь три дня.
Загорівся новий серіал, дивлюсь без перерви.	Загорелся новый сериал, смотрю без перерыва.
Колеги, клієнт просить швидке рішення — хто візьме цю задачку на себе до кінця дня?	Коллеги, клиент просит скорейшее решение — кто возьмёт эту задачку на себя до конца дня?
Їхати на вихідні до моря? Я зібрав валізу — лишилось тільки купити квитки.	Ехать на выходные к морю? Я собрал чемодан, осталось только купить билеты.
Замовив нові кросівки онлайн, але розмір не підійшов — повертати чи обмінювати?	Заказал новые кроссовки онлайн, но размер не подошёл — возвращать или обменять?
Телефон зависає знову: екран глючить, батарея сідає — потрібно міняти.	Телефон зависает снова: экран глючит, батарея садится — нужно менять.
Сьогодні на обід зроблю борщ з буряком, але ще додам копчену ковбасу.	Сегодня на обед сварю борщ с буряком, но ещё добавлю копченую колбасу.
За останній квартал витрати зросли, треба навести лад із фінансами.	За последний квартал расходы выросли, нужно навести порядок с финансами.
Мені подобається тренування: кожен повтор через біль, але дух тримає.	Мне нравится тренировка: каждый повтор через боль, но дух держится.
Коли сядемо на потяг, не забудь паспорт і обміняй гроші на місцеву валюту.	Когда сядем на поезд, не забудь паспорт и обменяй деньги на местную валюту.
Це був справжній баг: екран зависає, а кнопка не реагує.	Это был настоящий баг: экран зависает, а кнопка не реагирует.
Спробував новий рецепт борщу з копченими ребрами — вийшло дуже ситно та смачно.	Попробовал новый рецепт борща с копчёными ребрами — получилось очень сытно и вкусно.
На роботі знову муторно через бюрократію — ніяк не можу зрушити проєкт.	На работе снова муторно из-за бюрократии — никак не могу сдвинуть проект.
Замовив хліб онлайн, але кур'єр запізнився на півтора години.	Заказал хлеб онлайн, но курьер опоздал на полтора часа.
Чому ніколи не вдається дістатися до аеропорту вчасно?	Почему никогда не удаётся добраться до аэропорта вовремя?
Після матчу відчувався кайф від перемоги, але наставник бурчав.	После матча чувствовался кайф от победы, но наставник бурчал.
Сьогодні в кафе зіпсували каву — знову без молока, це дратує.	Сегодня в кафе испортили кофе — снова без молока, это бесит.
Хлопець з нашої зміни підтасував звіти — я збираю докази.	Парень из нашей смены подделал отчёты — я собираю доказательства.
Я загубив багаж в аеропорту і шукаю стойку видачі.	Я потерял багаж в аэропорту и ищу стойку выдачи.
Замовив кросівки онлайн, але розмір виявився не той — думаю, повертати чи ні.	Заказал кроссовки онлайн, но размер оказался не тот — думаю, возвращать или нет.
Ти справді думаєш, що мені байдуже? Мені важко, коли ти так говориш.	Ты действительно думаешь, что мне всё равно? Мне больно, когда ты так говоришь.
Після оновлення програми виникли лаги — потрібно розбиратися з кодом.	После обновления программы возникли лаги — нужно разбираться в коде.
У бухгалтерії знову підняли ціни на каву — хочеться просто рознести цей офіс.	В бухгалтерии снова подняли цены на кофе — хочется просто разнести этот офис.
Ходив з другом на вокзал, купили квитки на поїзд, але забули паспорт.	Ходил с другом на вокзал, купили билеты на поезд, но забыли паспорт.
В ці дні мене дратують оновлення — телефон постійно перезавантажується.	В эти дни меня раздражают обновления — телефон постоянно перезагружается.
Ми з ним посварились через дрібницю, тепер не знаю, як йому подати руку.	Мы с ним поссорились из-за мелочи, теперь не знаю, как ему подать руку.
Я спробував нову піцу з анчоусами — це дійсно дерзкий смак.	Я попробовал новую пиццу с анчоусами — это действительно дерзкий вкус.
Я тупо забув звіт.	Я тупо забыл отчет.
Їхав на метро в центр, але кінцева станція закрилась через ремонт, і виявилося, що доведеться йти пішки.	Ехал на метро в центр, но конечная станция закрылась из-за ремонта, и оказалось, что придётся идти пешком.
Замовив піцу онлайн, але забув підтвердити адресу, та кур'єр вже виїхав.	Заказал пиццу онлайн, но забыл подтвердить адрес, и курьер уже выехал.
